Chapter,Section,VocabItem,Translation,PromptCategory,Frequency,PictureName
7,verbos con cambio en la raíz,seguir,to follow,Sinónimo de venir después de.,97,null
7,verbos con cambio en la raíz,sentir(se) (ie),to feel,MC,3690,null
7,verbos con cambio en la raíz,servir,to serve,Dar algo a alguien.,226,null
7,verbos con cambio en la raíz,vestir(se) (i),to get dressed,El acto de empezar a llevar ropa.,1317,null
8,title,las fiestas y las celebraciones,holidays and celebrations,MC,0,null
8,las fiestas y las celebraciones,la alegría,joy,Estar muy contento.,1429,null
8,las fiestas y las celebraciones,el aserrín,sawdust,El resultado de crear con madera.,0,null
8,las fiestas y las celebraciones,el carnaval,carnival,Una celebración con desfile de gente que se disfraza.,0,null
8,las fiestas y las celebraciones,la carreta,cart/ wagon,Vehículo para transportar cosas.,0,null
8,las fiestas y las celebraciones,la carroza,float (in a parade),Vehículo adornado en un desfile.,0,null
8,las fiestas y las celebraciones,la celebración,celebration,Sinónimo de fiesta.,3409,null
8,las fiestas y las celebraciones,la comparsa,group dressed in similar costumes,Grupo de personas disfrazadas igualmente.,0,null
8,las fiestas y las celebraciones,la corrida (de toros),bullfight,Actividad en que una persona mata a un animal grande.,0,null
8,las fiestas y las celebraciones,la costumbre,custom,Una cosa que hacen cada año.,700,null
8,las fiestas y las celebraciones,el desfile,parade,Cuando muchas personas caminan por la calle.,3973,null
8,las fiestas y las celebraciones,el día feriado,legal holiday,Un día sin trabajo.,0,null
8,las fiestas y las celebraciones,el día festivo,holiday,Un día con una celebración.,0,null
8,las fiestas y las celebraciones,el festival,festival,Sinónimo de celebración.,0,null
8,las fiestas y las celebraciones,la festividad/ la fiesta,festivity; holiday; celebration,MC,0,null
8,las fiestas y las celebraciones,los fuegos artificiales,fireworks,Luces para una celebración.,2018,null
8,las fiestas y las celebraciones,la invitación,invitation,Un mensaje sobre una celebración.,2300,null
8,las fiestas y las celebraciones,el preparativo,preparation,El proceso de preparar para algo.,0,null
8,las fiestas y las celebraciones,la procesión,procession,Sinónimo de desfile (normalmente religioso).,4280,null
8,las fiestas y las celebraciones,la semilla,seed,Es para crecer una planta nueva.,2875,null
8,las fiestas y las celebraciones,el toro,bull,Un animal muy grande y fuerte.,2331,null
8,las fiestas y las celebraciones,la tradición,tradition,Sinónimo de costumbre.,898,null
8,title,verbos,verbs,MC,0,null
8,verbos,acompañar,to accompany,Cuando dos cosas están juntas.,512,null
8,verbos,comenzar (ie),to begin,Sinónimo de empezar.,223,null
8,verbos,dar una vuelta,to take a walk,Sinónimo de pasear.,600,null
8,verbos,disfrazarse ( c ),to wear a costume,Vestirse muy diferente.,4979,null
8,verbos,encerrar (ie),to lock up/ shut in,picture,1861,encerrar
8,verbos,enterrar,to bury,picture,2779,enterrar
8,verbos,invitar,to invite,Dar un mensaje sobre una celebración.,954,null
8,verbos,mantener (g/ ie),to maintain,No cambiar nada.,234,null
8,verbos,matar,to kill,Quitar la vida.,557,null
8,verbos,pasarlo bien,to have a good time,Sinónimo de divertirse.,67,null
8,verbos,quedar,to arrange to meet,MC,89,null
8,verbos,recordar (ue),to remember,MC,215,null
8,verbos,reunirse,to get together,Estar juntos.,509,null
8,title,las personas,people,MC,0,null
8,las personas,el antepasado,ancestor,Persona muerta en la familia.,3600,null
8,las personas,la gente,people,Un grupo de personas.,158,null
8,las personas,el/la peregrino/a,pilgrim,picture,0,peregrino
8,title,los lugares,places,MC,0,null
8,los lugares,el cementerio,cementery,picture,2700,cementerio
8,los lugares,la iglesia,church,picture,1111,iglesia
8,los lugares,el teatro,theater,picture,861,teatro
8,title,otras celebraciones,other celebrations,MC,0,null
8,otras celebraciones,el Año Nuevo,New Year´s Day,El primer día de enero.,99,null
8,otras celebraciones,el Día de Acción de Gracias,Thanksgiving Day,El cuarto jueves en noviembre.,405,null
8,otras celebraciones,el Día de las Brujas,Halloween,El treinta y uno de octubre.,4305,null
8,otras celebraciones,el Día de los Enamorados/del Amor y la Amistad,Valentine´s Day,El catorce de febrero.,3274,null
8,otras celebraciones,el Día de la Independencia de México,Mexican Independence Day,El dieciséis de septiembre.,1767,null
8,otras celebraciones,el Día de la Madre,Mother´s Day,El segundo domingo en mayo.,278,null
8,otras celebraciones,el Día del Padre,Father´s Day,El tercer domingo en junio.,182,null
8,otras celebraciones,la Navidad,Christmas,El veinticinco de diciembre.,0,null
8,otras celebraciones,la Nochebuena,Christmas Eve,El veinticuatro de diciembre.,0,null
8,otras celebraciones,la Nochevieja,New Year´s Eve,El último día del año.,0,null
8,otras celebraciones,la Pascua,Easter,Una celebración en la primavera.,0,null
8,title,el tiempo,time,MC,0,null
8,el tiempo,antes,before,El opuesto de después.,114,null
8,el tiempo,el comienzo,beginning,La primera parte de algo.,1162,null
8,el tiempo,entonces,then,MC,76,null
8,el tiempo,hoy en día,nowadays,MC,164,null
8,el tiempo,mientras,while,Sinónimo de durante.,154,null
8,title,las descripciones,descriptions,MC,0,null
8,las descripciones,adornado/a,decorated,MC,4179,null
8,las descripciones,animado/a,lively,MC,3163,null
8,las descripciones,difunto/a/ muerto/a,dead,Que no tiene vida.,0,null
8,las descripciones,horroroso/a,horrific,Sinónimo de malévolo.,0,null
8,las descripciones,malévolo/a,malevolent,Sinónimo de horroroso.,0,null
8,las descripciones,maravilloso/a,marvelous,Sinónimo de muy/ muy bueno.,1743,null
8,las descripciones,suave,soft,MC,1784,null
8,las descripciones,último/a,last,El opuesto de primero.,139,null
8,title,palabras y expresiones útiles,useful words and expressions,MC,0,null
8,palabras y expresiones útiles,cómo no,of course,Sinónimo de claro.,126,null
8,palabras y expresiones útiles,estupendamente,marvellously,MC,3478,null
8,palabras y expresiones útiles,en vivo,live,Sinónimo de en persona.,453,null
8,title,expresiones de tiempo,time expressions,MC,0,null
8,expresiones de tiempo,a veces,sometimes/ at times,MC,44,null
8,expresiones de tiempo,frecuentemente,frequently,MC,3753,null
8,expresiones de tiempo,generalmente,generally,MC,1463,null
8,expresiones de tiempo,nunca,never,El opuesto de siempre.,151,null
8,expresiones de tiempo,siempre,always,El opuesto de nunca.,90,null
8,expresiones para hacer comparaciones,expresiones para hacer comparaciones,expressions used to make comparisons,MC,0,null
8,expresiones para hacer comparaciones,más... que,more... than,El opuesto de menos... que.,24,null
8,expresiones para hacer comparaciones,menos... que,less... than,El opuesto de más... que.,98,null
8,expresiones para hacer comparaciones,más de,more than,El opuesto de menos de.,24,null
8,expresiones para hacer comparaciones,menos de,less than,El opuesto de más de.,98,null
8,expresiones para hacer comparaciones,mayor,older,El opuesto de menor.,138,null
8,expresiones para hacer comparaciones,menor,younger,El opuesto de mayor.,334,null
8,expresiones para hacer comparaciones,mejor,better,El opuesto de peor.,121,null
8,expresiones para hacer comparaciones,peor,worse,El opuesto de mejor.,866,null
8,expresiones para hacer comparaciones,tan... como,as... as,MC,83,null
8,expresiones para hacer comparaciones,tanto/a... como,as much... as,MC,79,null
8,expresiones para hacer comparaciones,tantos/as... como,as many... as,MC,79,null
8,expresiones para hacer comparaciones,tanto como,as much as,MC,79,null
8,expresiones para hacer comparaciones,el/la más...,the most...,El opuesto de el menos...,24,null
8,expresiones para hacer comparaciones,el/la menos...,the least...,El opuesto de el más...,98,null
8,expresiones para hacer comparaciones,el/la mejor,the best,El opuesto de el peor.,121,null
8,expresiones para hacer comparaciones,el/la peor,the worst,El opuesto de el mejor.,866,null
8,expresiones para hacer comparaciones,el/la mayor,the greatest,El opuesto de el menor.,138,null
8,expresiones para hacer comparaciones,el/la menor,the least,El opuesto de el mayor.,334,null
9,title,las profesiones/ oficios y ocupaciones,professions/ trades/ and occupations,MC,0,null
9,las profesiones/ oficios y ocupaciones,el/la abogado/a,lawyer,Persona que habla con el juez.,1680,null
9,las profesiones/ oficios y ocupaciones,el actor/la actriz,actor/actress,Persona en una película.,1705,null
9,las profesiones/ oficios y ocupaciones,el/la agricultor/a,farmer,Persona que cultiva comida.,4794,null
9,las profesiones/ oficios y ocupaciones,el ama/o de casa,housewife/ homemaker,Persona que trabaja en la casa.,2787,null
9,las profesiones/ oficios y ocupaciones,el/la arquitecto/a,architect,Persona que hace dibujos de edificios.,2808,null
9,las profesiones/ oficios y ocupaciones,el/la bibliotecario/a,librarian,Persona que trabaja con libros.,0,null
9,las profesiones/ oficios y ocupaciones,el/la bombero/a,firefighter,Persona que trabaja con incendios.,0,null
9,las profesiones/ oficios y ocupaciones,el/la cajero/a,cashier,Persona que tiene el dinero en la tienda.,0,null
9,las profesiones/ oficios y ocupaciones,el/la carpintero/a,carpenter,Persona que hace muebles.,0,null
9,las profesiones/ oficios y ocupaciones,el/la chef,chef,Persona que cocina.,0,null
9,las profesiones/ oficios y ocupaciones,el/la chofer,driver,Persona que controla el auto.,0,null
9,las profesiones/ oficios y ocupaciones,el/la científico/a,scientist,Persona que estudia la ciencia.,1634,null
9,las profesiones/ oficios y ocupaciones,el/la contador/a,accountant,Persona que ordena dinero.,0,null
9,las profesiones/ oficios y ocupaciones,el/la contratista,contractor,Persona que hace trabajos para otros.,0,null
9,las profesiones/ oficios y ocupaciones,el/la ejecutivo/a,executive,Jefe de una compañía grande.,3065,null
9,las profesiones/ oficios y ocupaciones,el/la electricista,electrician,Persona que trae luz.,0,null
9,las profesiones/ oficios y ocupaciones,el/la empleado/a,employee,Persona que trabaja para otra persona.,1104,null
9,las profesiones/ oficios y ocupaciones,el/la enfermero/a,nurse,Persona que ayuda a los médicos.,3122,null
9,las profesiones/ oficios y ocupaciones,el/la gerente (de ventas),(sales) manager,Jefe de una tienda.,0,null
9,las profesiones/ oficios y ocupaciones,el hombre/la mujer de negocios,businessman/woman,Empleado de una compañía.,864,null
9,las profesiones/ oficios y ocupaciones,el/la ingeniero/a,engineer,Persona que hace cosas nuevas.,1761,null
9,las profesiones/ oficios y ocupaciones,el/la intérpete,interpreter,Persona que entiende idiomas.,0,null
9,las profesiones/ oficios y ocupaciones,el/la jefe/a,boss,Persona que tiene empleados.,761,null
9,las profesiones/ oficios y ocupaciones,el/la juez,judge,Persona que escucha a los abogados.,1259,null
9,las profesiones/ oficios y ocupaciones,el/la locutor/a,radio announcer,Persona que habla en la radio.,0,null
9,las profesiones/ oficios y ocupaciones,el/la médico/a,medical doctor,Persona que trabaja con la medicina.,564,null
9,las profesiones/ oficios y ocupaciones,el/la obrero/a,worker,Persona que es parte de la fuerza laboral.,2243,null
9,las profesiones/ oficios y ocupaciones,el/la peluquero/a,hairdresser,Persona que trabaja con el pelo.,0,null
9,las profesiones/ oficios y ocupaciones,el/la periodista,journalist,Persona que escribe para periódicos.,1464,null
9,las profesiones/ oficios y ocupaciones,el/la plomero/a,plumber,Persona que trabaja con agua.,0,null
9,las profesiones/ oficios y ocupaciones,el/la policía,policeman/woman,Persona que encierra a personas malas.,1017,null
9,las profesiones/ oficios y ocupaciones,el/la (p)sicólogo/a,psychologist,Persona que trabaja con personas con problemas.,4604,null
9,las profesiones/ oficios y ocupaciones,el/la técnico/a,technician,Persona que trabaja con autos.,1480,null
9,las profesiones/ oficios y ocupaciones,el/la vendedor/a,salesman/ saleswoman,Persona que vende cosas.,2266,null
9,title,verbos,verbs,MC,0,null
9,verbos,apagar,to extinguish/ turn off,El opuesto de poner (una película).,2104,null
9,verbos,cosechar,to harvest,Tomar comida del terreno.,0,null
9,verbos,cultivar,to grow/ cultivate,Sinónimo de hacer crecer.,1936,null
9,verbos,dejar,to leave,El opuesto de tomar.,94,null
9,verbos,enviar,to send,Sinónimo de mandar.,842,null
9,verbos,esperar,to wait for,No hacer nada por un tiempo.,163,null
9,verbos,explotar,to exploit,Tomar las cosas buenas.,1938,null
9,verbos,llenar,to fill (out),Sinónimo de escribir.,925,null
9,verbos,mandar,to send,Sinónimo de enviar.,529,null
9,verbos,ofrecer (zc),to offer,Querer dar.,368,null
9,verbos,solicitar,to apply (for),Sinónimo de pedir.,1384,null
9,title,los lugares,places,MC,0,null
9,los lugares,el campo,countryside,Lugar lejos de la ciudad.,295,null
9,los lugares,la compañía/empresa,company,Lugar donde trabajan las personas de negocio.,798,null
9,los lugares,el consultorio,office (of doctor/ dentist/ etc.),Lugar donde trabajan los médicos.,0,null
9,los lugares,la finca,ranch/ farm,Lugar donde trabajan los agricultores.,4294,null
9,los lugares,el terreno,land,Está debajo de todo.,796,null
9,title,el trabajo,work,MC,0,null
9,el trabajo,la agricultura,farming,Los agricultores hacen esto.,3741,null
9,el trabajo,el anuncio,ad/ advertisement,Información sobre algo.,2114,null
9,el trabajo,el/la cliente/a,client,Persona que solicita cosas.,1550,null
9,el trabajo,el currículum,résumé,Información sobre una persona.,0,null
9,el trabajo,la entrevista,interview,Cuando una persona hace preguntas a otra persona.,1419,null
9,el trabajo,la experiencia,experience,Las cosas que hizo una persona.,361,null
9,el trabajo,la exportación,export,Mandar cosas a otro país.,4493,null
9,el trabajo,la fuente de ingresos,source of income,De dónde viene el dinero.,801,null
9,el trabajo,la fuerza laboral,workforce,Las personas que trabajan.,255,null
9,el trabajo,el incendio,fire,picture,2695,incendio
9,el trabajo,el puesto,position,MC,755,null
9,el trabajo,la solicitud,application,MC,3540,null
9,el trabajo,el sueldo,salary/ wage,El dinero por hacer un trabajo.,1770,null
9,el trabajo,la vacante,opening,MC,0,null
9,el trabajo,las ventas,sales,MC,1075,null
9,title,recursos naturales,natural resources,MC,0,null
9,recursos naturales,el bosque,forest,picture,1506,bosque
9,recursos naturales,el hierro,iron,picture,1716,hierro
9,recursos naturales,la madera,wood,picture,987,madera
9,recursos naturales,el petróleo,petroleum,picture,3427,petroleo
9,title,palabras y expresiones útiles,useful words and expressions,MC,0,null
9,palabras y expresiones útiles,actualmente,at the present time,Sinónimo de ahora.,2362,null
9,palabras y expresiones útiles,agrícola,agricultural,MC,3611,null
9,palabras y expresiones útiles,en realidad/realmente,in fact/ really,MC,202,null
9,palabras y expresiones útiles,lo importante,the important thing,La cosa más importante.,207,null
9,palabras y expresiones útiles,la industria textil,textile industry,Compañías que hacen ropa.,0,null
9,palabras y expresiones útiles,por cierto,by the way,MC,123,null
9,palabras y expresiones útiles,propio/a,own,MC,140,null
9,palabras y expresiones útiles,la señal,signal,MC,1360,null
9,palabras y expresiones útiles,sin embargo,nevertheless,MC,180,null
10,title,las especias y los condimentos,spices and seasonings,MC,0,null
10,las especias y los condimentos,el aceite,oil,Se usa para freír.,2076,null
10,las especias y los condimentos,aderezo,salad dressing,Se pone en la ensalada.,0,null
10,las especias y los condimentos,el azúcar,sugar,Se usa para tener comida dulce.,2033,null
10,las especias y los condimentos,las especias,spices,Se usan tener comida más deliciosa.,0,null
10,las especias y los condimentos,las hierbas,herbs,Plantas pequeñas que se usan para especias/ medicina/ ect.,2850,null
10,las especias y los condimentos,la mayonesa,mayonnaise,picture,0,mayonesa
10,las especias y los condimentos,la mostaza,mustard,picture,0,mostaza
10,las especias y los condimentos,la pimienta,pepper,picture,0,pimienta
10,las especias y los condimentos,la sal,salt,picture,2608,sal
10,las especias y los condimentos,la salsa de tomate,tomato sauce,picture,0,salsa de tomate
10,las especias y los condimentos,la vainilla,vanilla,picture,0,vainilla
10,las especias y los condimentos,el vinagre,vinegar,picture,0,vinagre
10,title,las frutas y las verduras,fruits and vegetables,MC,0,null
10,las frutas y las verduras,el aguacate,avocado,picture,0,aguacate
10,las frutas y las verduras,el ajo,garlic,picture,0,ajo
10,las frutas y las verduras,la cebolla,onion,picture,0,cebolla
10,las frutas y las verduras,la cereza,cherry,picture,0,cereza
10,las frutas y las verduras,las espinacas,spinach,picture,0,espinacas
10,las frutas y las verduras,la fresa,strawberry,picture,0,fresas
10,las frutas y las verduras,el limón,lemon,picture,0,limon
10,las frutas y las verduras,el maíz,corn,picture,3314,maiz
10,las frutas y las verduras,la manzana,apple,picture,2853,manzana
10,las frutas y las verduras,la maracuyá,passion fruit,picture,0,maracuya
10,las frutas y las verduras,el melón,melon,picture,0,melon
10,las frutas y las verduras,la papaya,papaya,picture,0,papaya
10,las frutas y las verduras,el pepino,cucumber,picture,0,pepino
10,las frutas y las verduras,la pera,pear,picture,0,pera
10,las frutas y las verduras,el pimiento verde,green pepper,picture,0,pimiento verde
10,las frutas y las verduras,la piña,pineapple,picture,0,pina
10,las frutas y las verduras,el plátano/la banana,banana/ plantain,picture,0,platano
10,las frutas y las verduras,la toronja/el pomelo,grapefruit,picture,0,toronja
10,las frutas y las verduras,la uva,grape,picture,3682,uva
10,las frutas y las verduras,la zanahoria,carrot,picture,0,zanahorias
10,title,el pescado y la carne,fish and meat,MC,0,null
10,el pescado y la carne,las aves,poultry/ fowl,picture,2207,aves
10,el pescado y la carne,el camarón/la gamba,shrimp,picture,0,camaron
10,el pescado y la carne,la carne,meat,Los músculos de los animales.,787,null
10,el pescado y la carne,la carne molida,ground meat,picture,0,carne molida
10,el pescado y la carne,la carne de res,beef/steak,picture,0,carne de res
10,el pescado y la carne,el cerdo,pork,picture,3200,cerdo
10,el pescado y la carne,la chuleta,chop,picture,0,chuleta
10,el pescado y la carne,el cordero,lamb,picture,0,cordero
10,el pescado y la carne,la costilla,rib,picture,0,costilla
10,el pescado y la carne,la langosta,lobster,picture,0,langosta
10,el pescado y la carne,los mariscos,shellfish,picture,0,mariscos
10,el pescado y la carne,la oveja,sheep,picture,3556,oveja
10,el pescado y la carne,el pavo,turkey,picture,0,pavo
10,title,verbos,verbs,MC,0,null
10,verbos,agregar/añadir,to add,MC,1708,null
10,verbos,batir,to beat,MC,3313,null
10,verbos,consumir,to consume,Sinónimo de comer.,1326,null
10,verbos,freír (i),to fry,Cocinar en aceite.,0,null
10,verbos,hervir (ie/ i),to boil,Cocinar en agua muy caliente.,4065,null
10,verbos,probar (ue),to try/ to taste,MC,911,null
10,verbos,recomendar (ie),to recommend,MC,1581,null
10,verbos,tapar,to cover,MC,2129,null
10,title,las descripciones,descriptions,MC,0,null
10,las descripciones,agrio/a,sour,El opuesto de dulce.,0,null
10,las descripciones,dulce,sweet,El opuesto de agrio.,1882,null
10,las descripciones,asado/a,roasted,Cocinado por mucho tiempo.,0,null
10,las descripciones,frito/a,fried,MC,0,null
10,las descripciones,lácteo/a,dairy (product),Una cosa que viene de leche.,0,null
10,title,otros productos,other products,MC,0,null
10,otros productos,los churros,fried dough,picture,0,churros
10,otros productos,la crema,cream,picture,4598,crema
10,otros productos,el dulce,candy/sweets,picture,1882,dulce
10,otros productos,la galleta,cookie,picture,0,galleta
10,otros productos,los garbanzos,garbanzo beans,picture,0,garbanzos
10,otros productos,la harina,flour,picture,3614,harina
10,otros productos,la leche de coco,coconut milk,picture,4929,leche do coco
10,otros productos,las legumbres,legumes,picture,0,legumbres
10,otros productos,las lentejas,lentils,picture,0,lentejas
10,otros productos,la manteca/la mantequilla,butter,picture,0,mantequilla
10,otros productos,la margarina,margarine,Similar a mantequilla/ per no tan natural.,0,null
10,otros productos,el pan dulce,bun/ small cake,picture,1882,pan dulce
10,otros productos,el pastel,pastry,MC,0,null
10,otros productos,el queso crema,cream cheese,picture,4598,queso crema
10,otros productos,el yogur,yogurt,picture,0,yogur
10,title,en la mesa,on the table,MC,0,null
10,en la mesa,la bandeja,tray,picture,4240,bandeja
10,en la mesa,la botella,bottle,picture,2161,botella
10,en la mesa,la copa,(stemmed) glass,picture,2267,copa
10,en la mesa,la cuchara,spoon,picture,0,cuchara
10,en la mesa,la cucharita,teaspoon,picture,0,cucharita
10,en la mesa,el cuchillo,knife,picture,2945,cuchillo
10,en la mesa,el mantel,tablecloth,picture,0,mantel
10,en la mesa,el plato,plate/ dish,picture,1836,plato
10,en la mesa,el sacacorchos,corkscrew,picture,0,sacacorchps
10,en la mesa,la servilleta,napkin,picture,0,servilletas
10,en la mesa,la taza,cup,picture,3218,taza
10,en la mesa,el tenedor,fork,picture,0,tenedor
10,en la mesa,el vaso,glass,picture,2107,vaso
10,title,palabras y expresiones útiles,useful words and expressions,MC,0,null
10,palabras y expresiones útiles,el/la campesino/a,peasant,picture,1815,campesino
10,palabras y expresiones útiles,la receta,recipe,MC,3196,null
10,palabras y expresiones útiles,todavía,still/ yet,MC,211,null
10,palabras y expresiones útiles,ya,already,MC,36,null